null,1.234
alokkumar121,2974.120
vaultec,307.760
secretman02,1503.470
secretman,246.060
surpassinggoogle,5425.700
emiliomorles,2603.990
enjoyinglife,900.990
tibfox,2805.850
engrsayful,914.830
yanirauseche,2416.350
brianphobos,690.650
shuvo35,893.820
exyle,17125.580
maneco64,4273.190
triority,9.430
jodipamungkas,8985.760
emsonic,4330.210
flauwy,4135.130
nannal,152.580
yann0975,1682.520
cleanplanet,2840.980
joythewanderer,10004.480
jonsnow1983,750.470
kalvas,5606.960
knowhow92,6546.010
zahidsun,758.020
emilymoon,16.830
nicolasdosse,217.980
ela.muds,217.740
neopch,2150.880
cranium,548.490
teamhumble,4110.170
larsito,151.190
hauptmann,6911.000
ashikstd,1048.130
dtube.forum,4491.080
memeteca,2.470
steeminator3000,3789.480
mvd,8540.690
tresor,39.310
bert0,222.490
whalestrail,17.310
emeeseese,2.940
fernando.lubezki,267.670
dreamrafa,318.020
nonsowrites,2409.820
intrepidsurfer,8571.810
pedrobrito2004,0.320
ezzy,1173.750
rea,1667.260
adetorrent,5928.830
dontstopmenow,3698.690
sergiomendes,6213.940
akioexzgamer,1.640
travelgirl,2982.190
baiboua,43.070
french-tech,1.340
imtase,3.110
nalexadre,11.770
ten-years-before,195.580
steementertainer,13.280
techcoderx,944.320
madushanka,4800.120
paulmoon410,7.520
thejohalfiles,51487.320
alexran,1194.670
mamun123456,1380.750
fivefiveeleven,1175.130
anomadsoul,4866.530
frankches,3.080
vaderetro,1061.490
jeronimorubio,8770.280
josediccus,5367.930
roshansuares,694.690
acromott,4525.590
rezoanulvibes,24.780
cahlen,459.860
kemal13,213.830
rongibsonchannel,1233.810
sharmlock,1523.210
dirapa,4446.780
jferdous,47.060
hafizullah,6712.740
hmetu,2896.400
certain,3042.700
travelingsoul,29.560
afrinsultana,3066.940
phoneinf,10481.200
cryptospa,6203.850
rt-international,4138.130
matimees,0.210
rehan12,5382.810
atnazo,5187.500
jozef230,1714.250
cinemawalken,0.060
priyanarc,9877.230
erode,1210.050
mdaminulislam,1932.480
koment,0.370
prettysnake,1.120
komentator,0.400
nicolcron,1224.790
davidke20,472.230
dailyke20,62.950
bboyady,62.740
rana2423,2620.240
clixmoney,10154.250
elsiekjay,9896.870
elias15g,803.670
acousticguitar,278.410
scottcbusiness,5509.370
honoru,289.930
raj808,748.120
elmetro,118.160
edgarsart,1955.170
abh12345,1698.780
d00k13,4500.490
onelovedtube,1038.210
ammonite,347.150
bitrocker2020,10147.510
chesatochi,4058.840
rollsman,2.840
kevinli,3632.130
toffer,187.780
mes,1224.370
panza,13.520
acidyo,13630.580
onelovecuration,25.010
onelove.curation,17.690
cryptoyzzy,543.500
steemersayu907,2383.240
romafedorov,5898.480
mspbro,905.470
ridoykhan22,952.510
illusivelf,31.230
cosmiccitadel,2.420
retrocommodore,600.420
mondoshawan,76.930
olaexcel,213.010
txmek,457.960
whack.science,1722.570
sasaadrian,2651.400
firayumni,347.350
silentscreamer,2012.150
freedompoint,7931.950
damla,21.020
estefanobm,38.860
ybalfie,21.540
kolkamkwan,18.660
strawhat,988.520
anthonyadavisii,465.960
memoryleakdeath,1289.910
old-guy-photos,5177.130
gulia.peito,944.270
elizacheng,1276.720
prc,114.730
dsound,307.370
magnat,7.550
nerdtopiade,198.160
rbatan,146.470
ace108,1334.980
greencross,1631.130
iamraincrystal,61.790
davixesk8,1884.420
flaxz,846.480
paulag,1298.810
hafiz34,4.200
piotrgrafik,2204.690
rolrien,4.340
anderssinho,1.290
dotwin1981,47.400
kanrat,16.480
erick1,612.270
lorenzopistolesi,1234.480
tanbay,11140.370
captainbob,4614.430
molometer,1046.640
jeffjagoe,2724.980
andreas-winkler,0.600
neladepablos,669.670
danmaruschak,3158.510
rcshad0w,116.930
gaborockstar,3758.260
apix,18.680
freecrypto,3049.670
purapapita,1306.870
french.fyde,161.400
redonkulas12,24.830
luckyali,24.310
harshilpatel,12332.350
kaerpediem,2644.570
lo-vark,3.690
newsnownorthwest,109.610
javiersebastian,49.490
cammygrillz,0.970
cesarmorles,0.810
spectrumecons,1286.600
ivansnz,5072.580
lymmerik,0.450
kingscrown,2380.920
jplaughing,9.390
ds-tech,121.380
xr-hammergaming,6127.480
javirid,4.900
john.difool,2153.570
siavach,278.130
scottychams,190.830
ourhappyplace,582.980
devtheconnector,25.230
alphasteem,2349.150
thegoliath,430.840
toufiq777,251.220
walterprofe,191.050
adsactly,4515.920
ribalinux,591.470
inertia,225.290
raymondelaparra,634.360
eastmael,14.840
aaronleang,246.920
blind-spot,2157.210
jkramer,90.040
anggreklestari,2214.670
bobaphet,1819.380
snmelinger,88.540
juanmora,4.250
neoxian-city,717.290
fahimchowdhury,774.490
demotruk,434.230
kenanqhd,1533.010
soundlegion,1640.760
mikesatoshi,18.710
zuma,1305.040
sketch.and.jam,1931.910
allessuper,12.820
laryoul,0.820
sexcuss,0.540
bryandivisions,820.020
gitchemanitou,12.330
yefet,0.170
mark0318,414.120
phillarecette,0.880
uwelang,1299.990
elizibar,479.940
gray00,115.730
burn-it-down,639.380
youandme,0.570
colintalkscrypto,235.500
kkarenmp,2308.840
dikayskate,262.790
ramjantox,15.360
polskiarrow,5.570
cyberdemon531,5350.750
soufiani,708.000
zaku,802.430
bdvoter.cur,75.180
zakugames,492.460
rozioo,3020.850
glitterfart,17229.500
tamiil,701.040
