curator,60.820
steeminator3000,3789.480
knowhow92,6546.010
lecharles,3.260
priyanarc,9877.230
acidyo,13630.580
intrepidsurfer,8571.810
cleanplanet,2840.980
burn-it-down,639.380
shuvo35,893.820
sm-bro,0.550
ekramhossain1616,0.720
xr-hammergaming,6127.480
yann0975,1682.520
ribalinux,591.470
tanbay,11140.370
fsc69,251.600
ozelot47,13.030
famigliacurione,6.320
erick1,612.270
cryptospa,6203.850
freecrypto,3049.670
rongibsonchannel,1233.810
tibfox,2805.850
mvd,8540.690
ignacioarreses,732.250
emiliomorles,2603.990
yanirauseche,2416.350
phoneinf,10481.200
hafizullah,6712.740
hetmasteen,0.440
jodipamungkas,8985.760
nannal,152.580
slider2990,15.010
french.fyde,161.400
mauriciovite,303.720
tonimontana,1.030
elsiekjay,9896.870
mindtrap,192.330
hightouch,772.340
jeronimorubio,8770.280
cryptomaniacsgr,0.360
alexjay,196.550
davixesk8,1884.420
engrsayful,914.830
good.game,1984.840
ph1102,1088.530
dalz,88.720
thomasthewolf,6.910
jeffjagoe,2724.980
teamhumble,4110.170
josediccus,5367.930
exyle,17125.580
elmetro,118.160
snmelinger,88.540
progressivechef,142.220
onealfa,326.480
seckorama,1259.560
lorenzopistolesi,1234.480
joythewanderer,10004.480
hmetu,2896.400
venomnymous,29.040
felt.buzz,3611.510
captainbob,4614.430
hauptmann,6911.000
tomoyan,35.890
macron,0.180
tamiil,701.040
edgarsart,1955.170
nukimaru,0.530
freedompoint,7931.950
anthonyadavisii,465.960
lastravage,5.710
memoryleakdeath,1289.910
kosmoplovci,2.070
nonsowrites,2409.820
thecastle,1306.460
kalvas,5606.960
waybeyondpadthai,3306.610
sergiomendes,6213.940
editzon,39.220
ivansnz,5072.580
travelgirl,2982.190
resiliencia,45.520
dudeontheweb,0.890
gaborockstar,3758.260
yusmi,221.140
maneco64,4273.190
raymondelaparra,634.360
tariqul.bibm,0.140
akireuna,55.220
panza,13.520
sayury,174.810
techcoderx,944.320
itegoarcanadei,33.870
rbatan,146.470
bobaphet,1819.380
gabrielinho,26.410
vdc,128.760
buttcoins,1782.430
jkramer,90.040
robertandrew,1795.370
kingscrown,2380.920
erode,1210.050
johnhtims,3.040
alokkumar121,2974.120
nerdtopiade,198.160
luckyali,24.310
kaerpediem,2644.570
kevinli,3632.130
bluengel,343.780
elizibar,479.940
yummyrecipe,22.810
old-guy-photos,5177.130
flauwy,4135.130
alexvanaken,1016.660
oldtimer,517.360
lifeskills-tv,200.310
secretman02,1503.470
dfacademy-sports,1
dfacademy20,1
rolrien,1
rambutan.art,1
denniskoray,1
prototype011,1
mjhomb,1
retrocommodore,1
rt-international,1
steemflow,1
clixmoney,1
newsnewnorthwest,1
,undefined
nilkonom1,28.980
secretman,246.060
redonkulas12,24.830
redonkulas13,3.110
romafedorov,5898.480
ficcion,0.310
dailyke20,62.950
davidke20,472.230
devtheconnector,25.230
byercatire,11.280
maciejficek,1.100
walterprofe,191.050
livinguktaiwan,2276.760
andrewnoel,1.620
jferdous,47.060
danmaruschak,3158.510
sasaadrian,2651.400
nelyp,121.480
nucleo-fse,6.550
steemitfn,28.330
emsonic,4330.210
caciques,0.420
adetorrent,5928.830
dirapa,4446.780
atnazo,5187.500
dreamrafa,318.020
jozef230,1714.250
rana2423,2620.240
txmek,457.960
encryptdcouple,24.090
parttimeeconon,14.640
kenanqhd,1533.010
chesatochi,4058.840
giostrus,29.290
nickmac17,1.150
nalexadre,11.770
akioexzgamer,1.640
cinemawalken,0.060
joeypark,30.100
frankches,3.080
mes,1224.370
madushanka,4800.120
criptomonedastv,763.260
soufiani,708.000
c0ff33a,1809.150
blue.panda,54.440
star.lord,102.720
jplaughing,9.390
mamun123456,1380.750
bruzzy,1.810
lady-idra,0.070
alexran,1194.670
onelovedtube,1038.210
kungpaocrypto,0.030
nicolcron,1224.790
zainenn,2533.940
dcooperation,1727.470
jamesqube,2.370
siavach,278.130
kennyskitchen,2006.790
larsito,151.190
onelovecuration,25.010
onelove.curation,17.690
dtube.forum,4491.080
buzweaveryoutube,160.270
samstonehill,407.960
statica,0.820
chronocrypto,133.370
cryptoyzzy,543.500
phillarecette,0.880
rosana6,0.140
bluemist,136.620
coolguy222,396.830
sketch.and.jam,1931.910
chrismadcboy2016,15.740
nathansifugaming,2352.920
akumagai,0.140
paulmoon410,7.520
scottcbusiness,5509.370
for91days,2466.670
chireerocks,657.910
silentscreamer,2012.150
adoptabrat,5.650
molometer,1046.640
esecholo,2.720
krazypoet,56.460
demotruk,434.230
alphasteem,2349.150
olaexcel,213.010
horpey,74.600
ds-tech,121.380
dotwin1981,47.400
steeming-ali,81.390
randomvlogs,0.180
alice-the-dragon,259.890
samhamou,4.120
raj808,748.120
rollsman,2.840
maxwell95,12.300
reiseamateur,116.540
rezoanulvibes,24.780
adventuroussoul,8880.840
camuel,1947.990
acousticguitar,278.410
c-libertarian,201.590
dexpartacus,696.570
jaybird,5415.160
mcfarhat,14.330
heirofsigma,0.060
d00k13,4500.490
fabian98,152.570
elianaicgomes,165.650
iamraincrystal,61.790
pixiepost,1526.250
rea,1667.260
kalsaid,16.140
triority,9.430
topfox,30.480
derangedvisions,73.530
lunaticpandora,19.260
roshansuares,694.690
kemal13,213.830
futuremind,81.860
jlufer,725.880
ashtv,1661.920
mdaminulislam,1932.480
bitrocker2020,10147.510
tintin1108,59.560
ujimasa-hojo,77.960
joannewong,937.100
blind-spot,2157.210
serenaalonzi,85.960
ourhappyplace,582.980
maxdevalue,3.670
apix,18.680
dontstopmenow,3698.690
vincy,997.200
jlsplatts,580.210
flaxz,846.480
aaronleang,246.920
skylinebuds,1.650
rhavi,1.560
diyhub,7.150
juanmolina,73.790
nicolasdosse,217.980
fivefiveeleven,1175.130
javirid,4.900
anomadsoul,4866.530
abh12345,1698.780
speed-ride,400.970
greenhouseradio,1.940
shebe,39.100
besheda,1.850
neladepablos,669.670
ela.muds,217.740
neopch,2150.880
betzaelcorvo,59.890
sanjeet06k86,9.210
rabibulhasan,1.650
ragesong,52.780
lebekons,349.180
eastmael,14.840
theaustrianguy,1117.340
adapt2030,400.910
mdmd78,45.730
foreveraverage,28.030
liberio,0.100
no-obi,3.060
greencross,1631.130
birchmark,15.810
rorschakk,1.730
estefanobm,38.860
ryodragoon,20.650
fruitdaddy,1188.110
leylar,60.120
jeffandhisguitar,673.960
clove71,3721.550
adsactly,4515.920
lookplz,96.280
atomcollector,309.220
certain,3042.700
chorock,101.990
paulag,1298.810
kkarenmp,2308.840
devkant79,1332.220
thegoliath,430.840
neoxian-city,717.290
zaku,802.430
fahimchowdhury,774.490
zakugames,492.460
bdvoter.cur,75.180
bart13,1.480
bert0,222.490
emeeseese,2.940
whalestrail,17.310
ginamber,0.340
loina,7.340
zuma,1305.040
savagebits,8.180
nullandvoid,0.500
glitterfart,17229.500
uwelang,1299.990
mangou007,41.530
kolkamkwan,18.660
